3;"#_Months_";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 3]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 4]
4;"Years";1;2;1;13;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 4]
2;"2004";0;1;0;0;2;1;8;;;
3;"2005";1;1;0;0;2;1;8;;;
4;"2006";2;1;0;0;2;1;8;;;
5;"2007";3;1;0;0;2;1;8;;;
6;"2008";4;1;0;0;2;1;8;;;
7;"2009";5;1;0;0;2;1;8;;;
8;"All Years";6;4;0;1;1;0;;2,3,4,5,6,7,9,10,11;1,1,1,1,1,1,1,1,1;
9;"2010";7;1;0;0;2;1;8;;;
10;"2011";8;1;0;0;2;1;8;;;
11;"2012";9;1;0;0;2;1;8;;;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 5]
5;"#_Years_";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 5]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 6]
6;"Regions";3;4;3;25;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 6]
0;"Germany";0;4;0;1;3;2;19;24;1;
1;"France";1;1;0;0;3;2;19;;;
2;"Switzerland";2;1;0;0;3;2;19;;;
3;"Netherlands";3;1;0;0;3;2;19;;;
4;"Belgium";4;1;0;0;3;2;19;;;
5;"Luxembourg";5;1;0;0;3;2;19;;;
6;"United Kingdom";6;1;0;0;3;2;19;;;
7;"Ireland";7;1;0;0;3;2;19;;;
8;"Czech Republic";8;1;0;0;3;2;20;;;
9;"Slovakia";9;1;0;0;3;2;20;;;
10;"Poland";10;1;0;0;3;2;20;;;
11;"Austria";11;1;0;0;3;2;20;;;
12;"Italy";12;1;0;0;3;2;21;;;
13;"Portugal";13;1;0;0;3;2;21;;;
14;"Spain";14;1;0;0;3;2;21;;;
15;"Denmark";15;1;0;0;3;2;22;;;
16;"Finland";16;1;0;0;3;2;22;;;
17;"Norway";17;1;0;0;3;2;22;;;
18;"Sweden";18;1;0;0;3;2;22;;;
19;"West";19;4;0;2;2;1;23;0,1,2,3,4,5,6,7;1,1,1,1,1,1,1,1;
20;"East";20;4;0;1;2;1;23;8,9,10,11;1,1,1,1;
21;"South";21;4;0;1;2;1;23;12,13,14;1,1,1;
22;"North";22;4;0;1;2;1;23;15,16,17,18;1,1,1,1;
23;"Europe";23;4;0;3;1;0;;19,20,21,22;1,1,1,1;
24;"Hamburg";24;1;0;0;4;3;0;;;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 7]
7;"#_Regions_";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 7]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 8]
8;"Datatypes";2;3;2;9;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 8]
0;"Budget";1;1;0;0;3;2;2;;;
1;"Actual";2;1;0;0;3;2;2;;;
2;"Variance";0;4;0;1;2;1;8;0,1;-1,1;
3;"Work in progress";3;1;0;0;2;1;8;;;
4;"Ready for review";4;1;0;0;2;1;8;;;
5;"Reviewed";5;1;0;0;2;1;8;;;
6;"Rejected";6;1;0;0;2;1;8;;;
7;"Approved";7;1;0;0;2;1;8;;;
8;"All Datatypes";8;4;0;2;1;0;;2,3,4,5,6,7;1,1,1,1,1,1;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 9]
9;"#_Datatypes_";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 9]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 10]
10;"Measures";1;2;1;4;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 10]
0;"Units";0;1;0;0;1;0;;;;
1;"Cost of Sales";1;1;0;0;2;1;3;;;
2;"Turnover";2;1;0;0;2;1;3;;;
3;"Gross Profit";3;4;0;1;1;0;;2,1;1,-1;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 11]
11;"#_Measures_";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 11]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 12]
12;"Products";2;3;2;30;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 12]
0;"Desktop L";0;1;0;0;3;2;25;;;
1;"Desktop Pro";1;1;0;0;3;2;25;;;
2;"Desktop Pro XL";2;1;0;0;3;2;25;;;
3;"Desktop High XL";3;1;0;0;3;2;25;;;
4;"Desktop High XQ";4;1;0;0;3;2;25;;;
5;"Server Power XC";5;1;0;0;3;2;25;;;
6;"Server Power TT";6;1;0;0;3;2;25;;;
7;"Server Dual C";7;1;0;0;3;2;25;;;
8;"Server Dual XC";8;1;0;0;3;2;25;;;
9;"Server Lion RX";9;1;0;0;3;2;25;;;
10;"Notebook SX";10;1;0;0;3;2;26;;;
11;"Notebook GT";11;1;0;0;3;2;26;;;
12;"Notebook LXC";12;1;0;0;3;2;26;;;
13;"Notebook TT";13;1;0;0;3;2;26;;;
14;"Notebook SL";14;1;0;0;3;2;26;;;
15;"Subnote SL";15;1;0;0;3;2;26;;;
16;"Subnote XK";16;1;0;0;3;2;26;;;
17;"TFT Monitor XA";17;1;0;0;3;2;27;;;
18;"TFT Monitor TL";18;1;0;0;3;2;27;;;
19;"TFT Monitor XP";19;1;0;0;3;2;27;;;
20;"Wireless Mouse XT";20;1;0;0;3;2;28;;;
21;"Optical Mouse TS";21;1;0;0;3;2;28;;;
22;"Laptop Mouse S";22;1;0;0;3;2;28;;;
23;"Keyboard XX";23;1;0;0;3;2;28;;;
24;"Keyboard GT";24;1;0;0;3;2;28;;;
25;"Stationary PC's";25;4;0;1;2;1;29;0,1,2,3,4,5,6,7,8,9;1,1,1,1,1,1,1,1,1,1;
26;"Portable PC's";26;4;0;1;2;1;29;10,11,12,13,14,15,16;1,1,1,1,1,1,1;
27;"Monitors";27;4;0;1;2;1;29;17,18,19;1,1,1;
28;"Peripherals";28;4;0;1;2;1;29;20,21,22,23,24;1,1,1,1,1;
29;"All Products";29;4;0;2;1;0;;25,26,27,28;1,1,1,1;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 13]
13;"#_Products_";0;1;0;1;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 13]
0;"Price Per Unit";0;1;0;0;1;0;;;;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 14]
14;"#_#_CUBE__";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 14]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 16]
16;"#_CONFIGURATION_";0;1;0;2;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 16]
0;"ClientCache";0;2;0;0;1;0;;;;
1;"HideElements";1;2;0;0;1;0;;;;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 17]
17;"#_DIMENSION_";0;1;0;10;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 17]
0;"Months";0;2;0;0;1;0;;;;
1;"Years";1;2;0;0;1;0;;;;
2;"Regions";2;2;0;0;1;0;;;;
3;"Datatypes";3;2;0;0;1;0;;;;
4;"Measures";4;2;0;0;1;0;;;;
5;"Products";5;2;0;0;1;0;;;;
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 18]
18;"#_#_DIMENSION__";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 18]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 19]
19;"#_SUBSET_";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 19]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 20]
20;"#_#_SUBSET__";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 20]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 21]
21;"#_VIEW_";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 21]
# Description of data: 
# ID;NAME,LEVEL,INDENT,DEPTH,SIZE_ELEMENTS; 
[DIMENSION 22]
22;"#_#_VIEW__";0;0;0;0;
# Description of data: 
# ID;NAME,POSITION,TYPE,STRING_CONSOLIDATION,LEVEL,INDENT,DEPTH,PARENTS,CHILDREN,CHILDREN_WEIGHT; 
[ELEMENTS DIMENSION 22]
# Description of data:
# ID;NAME;DIMENSIONS;TYPE;DELETABLE;RENAMABLE;...
[CUBES]
0;"#_GROUP_CUBE_DATA";0,1;1;0;0;
1;"#_Months";3,2;3;0;0;
2;"#_GROUP_DIMENSION_DATA_Months";0,2;1;0;0;
3;"#_Years";5,4;3;0;0;
4;"#_GROUP_DIMENSION_DATA_Years";0,4;1;0;0;
5;"#_Regions";7,6;3;0;0;
6;"#_GROUP_DIMENSION_DATA_Regions";0,6;1;0;0;
7;"#_Datatypes";9,8;3;0;0;
8;"#_GROUP_DIMENSION_DATA_Datatypes";0,8;1;0;0;
9;"#_Measures";11,10;3;0;0;
10;"#_GROUP_DIMENSION_DATA_Measures";0,10;1;0;0;
11;"#_Products";13,12;3;0;0;
12;"#_GROUP_DIMENSION_DATA_Products";0,12;1;0;0;
13;"Sales";12,6,2,4,8,10;2;1;1;
14;"#_#_CUBE_";14,1;3;0;0;
15;"#_CONFIGURATION";16;4;0;0;
16;"#_#_DIMENSION_";18,17;3;0;0;
17;"#_#_SUBSET_";20,19;3;0;0;
18;"#_#_VIEW_";22,21;3;0;0;
19;"#_SUBSET_LOCAL";17,15,19;5;0;0;
20;"#_SUBSET_GLOBAL";17,19;5;0;0;
21;"#_VIEW_LOCAL";1,15,21;5;0;0;
22;"#_VIEW_GLOBAL";1,21;5;0;0;
# 
# 
# PALO DATABASE DATA END
